loan_id,origination_month,original_balance,original_term_months,original_interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,property_type,occupancy_type,servicer_name,vintage
LN100208,2019-08-01,241500.0,360,3.493,780+,71-80,44-50,NY,Refinance,Single Family,Second Home,Meridian Loan Services,2019
LN100209,2022-05-01,140800.0,360,5.439,<620,71-80,>50,FL,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN100210,2023-12-01,220300.0,360,5.893,700-739,71-80,37-43,NC,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN100211,2023-06-01,205700.0,180,5.02,700-739,71-80,31-36,CA,Refinance,Multi-Family,Primary,Sunrise Servicing,2023
LN100212,2020-05-01,510900.0,180,4.229,740-779,81-90,31-36,TX,Refinance,Single Family,Primary,Cornerstone Servicing,2020
LN100213,2021-05-01,143300.0,360,4.755,620-659,81-90,44-50,GA,Purchase,Single Family,Primary,Cornerstone Servicing,2021
LN100214,2021-09-01,268100.0,360,3.698,740-779,71-80,37-43,NY,Purchase,Condo,Primary,Cornerstone Servicing,2021
LN100215,2020-04-01,141400.0,360,4.697,660-699,71-80,<=20,PA,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN100216,2020-05-01,179700.0,360,4.066,700-739,81-90,21-30,WA,Refinance,Multi-Family,Primary,Highland Capital Servicing,2020
LN100217,2020-03-01,261600.0,180,5.107,<620,81-90,44-50,MI,Purchase,Single Family,Investment,Sunrise Servicing,2020
LN100218,2024-02-01,210000.0,360,5.524,700-739,71-80,44-50,TX,Refinance,Single Family,Primary,Sunrise Servicing,2024
LN100219,2022-11-01,230300.0,180,5.336,700-739,71-80,>50,CA,Purchase,Multi-Family,Primary,Sunrise Servicing,2022
LN100220,2023-05-01,268300.0,360,5.94,660-699,81-90,31-36,TX,Refinance,Single Family,Primary,Apex Mortgage Co,2023
LN100221,2023-03-01,184900.0,360,5.661,620-659,81-90,44-50,PA,Cash-Out Refinance,Condo,Primary,Highland Capital Servicing,2023
LN100222,2023-12-01,343800.0,360,6.364,620-659,61-70,44-50,WA,Refinance,Single Family,Primary,Sunrise Servicing,2023
LN100223,2019-07-01,201300.0,180,4.266,660-699,71-80,21-30,WA,Refinance,Condo,Primary,Sunrise Servicing,2019
LN100224,2023-07-01,221000.0,360,5.943,620-659,91-95,21-30,FL,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2023
LN100225,2019-05-01,271700.0,360,3.2,780+,<=60,>50,MI,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN100226,2021-06-01,255800.0,360,4.223,700-739,91-95,<=20,IL,Refinance,Single Family,Primary,Cornerstone Servicing,2021
LN100227,2022-01-01,308600.0,360,3.374,740-779,61-70,37-43,MI,Cash-Out Refinance,Manufactured,Primary,Sunrise Servicing,2022
LN100228,2020-11-01,266400.0,360,3.561,780+,71-80,37-43,IL,Refinance,Single Family,Investment,Meridian Loan Services,2020
LN100229,2019-10-01,285200.0,360,4.608,620-659,71-80,37-43,CA,Purchase,Single Family,Investment,Meridian Loan Services,2019
LN100230,2019-12-01,199500.0,360,3.65,740-779,<=60,21-30,CA,Cash-Out Refinance,Multi-Family,Primary,Meridian Loan Services,2019
LN100231,2023-04-01,142800.0,360,4.61,780+,91-95,37-43,AZ,Purchase,Single Family,Primary,Cornerstone Servicing,2023
LN100232,2020-08-01,121500.0,360,3.73,740-779,71-80,21-30,NY,Purchase,Single Family,Second Home,Meridian Loan Services,2020
LN100233,2020-08-01,108900.0,360,4.517,700-739,>95,44-50,FL,Purchase,Single Family,Second Home,Apex Mortgage Co,2020
LN100234,2023-10-01,510500.0,180,5.515,700-739,61-70,21-30,FL,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN100235,2019-09-01,85300.0,360,5.329,<620,91-95,37-43,FL,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN100236,2023-09-01,395200.0,180,5.664,700-739,91-95,44-50,AZ,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN100237,2023-10-01,159600.0,180,4.849,780+,71-80,21-30,CA,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2023
LN100238,2022-02-01,393900.0,360,3.588,780+,61-70,21-30,CA,Purchase,Single Family,Primary,Apex Mortgage Co,2022
LN100239,2019-11-01,85700.0,180,4.595,<620,81-90,37-43,PA,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN100240,2019-10-01,207800.0,180,4.137,740-779,71-80,<=20,IL,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2019
LN100241,2020-06-01,444300.0,360,4.725,660-699,>95,21-30,CA,Cash-Out Refinance,Condo,Second Home,Meridian Loan Services,2020
LN100242,2021-12-01,318400.0,360,3.861,780+,71-80,31-36,CA,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN100243,2019-10-01,198400.0,180,4.662,<620,61-70,>50,TX,Purchase,Single Family,Investment,Sunrise Servicing,2019
LN100244,2021-05-01,96300.0,360,3.194,780+,61-70,37-43,TX,Refinance,Single Family,Second Home,Cornerstone Servicing,2021
LN100245,2019-08-01,127400.0,180,3.832,740-779,81-90,31-36,CA,Cash-Out Refinance,Single Family,Second Home,Sunrise Servicing,2019
LN100246,2021-10-01,431500.0,360,4.949,620-659,>95,>50,TX,Refinance,Condo,Primary,Sunrise Servicing,2021
LN100247,2019-02-01,197500.0,360,4.799,<620,<=60,31-36,NC,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN100248,2022-08-01,223600.0,180,4.373,740-779,81-90,31-36,MI,Refinance,Multi-Family,Primary,Cornerstone Servicing,2022
LN100249,2019-04-01,262400.0,360,4.571,620-659,91-95,31-36,WA,Refinance,Single Family,Investment,Meridian Loan Services,2019
LN100250,2020-01-01,128500.0,360,3.577,700-739,<=60,21-30,FL,Refinance,Condo,Primary,Apex Mortgage Co,2020
LN100251,2019-11-01,277400.0,360,3.307,780+,<=60,31-36,FL,Cash-Out Refinance,Condo,Primary,Highland Capital Servicing,2019
LN100252,2023-04-01,191200.0,360,4.889,700-739,81-90,37-43,AZ,Refinance,Single Family,Primary,Sunrise Servicing,2023
LN100253,2019-04-01,263600.0,360,3.742,700-739,81-90,<=20,PA,Refinance,Manufactured,Primary,Sunrise Servicing,2019
LN100254,2021-03-01,178100.0,360,3.883,700-739,<=60,37-43,IL,Refinance,Condo,Primary,Sunrise Servicing,2021
LN100255,2022-01-01,113800.0,360,5.204,<620,91-95,21-30,TX,Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN100256,2021-08-01,190600.0,360,3.823,780+,71-80,31-36,FL,Purchase,Single Family,Primary,Cornerstone Servicing,2021
LN100257,2022-07-01,308200.0,360,5.156,660-699,91-95,21-30,IL,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN100258,2023-02-01,275800.0,360,5.989,620-659,91-95,31-36,IL,Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN100259,2021-01-01,234200.0,360,4.665,660-699,81-90,37-43,CA,Refinance,Single Family,Primary,Cornerstone Servicing,2021
LN100260,2023-04-01,346000.0,360,4.539,780+,71-80,31-36,AZ,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN100261,2020-08-01,210700.0,360,5.123,620-659,61-70,21-30,OH,Purchase,Single Family,Primary,Sunrise Servicing,2020
LN100262,2024-01-01,236900.0,360,4.815,780+,71-80,21-30,OH,Refinance,Single Family,Primary,Sunrise Servicing,2024
LN100263,2021-08-01,186100.0,360,3.483,740-779,<=60,44-50,TX,Refinance,Single Family,Primary,Highland Capital Servicing,2021
LN100264,2022-10-01,355200.0,360,4.487,740-779,81-90,21-30,PA,Purchase,Single Family,Second Home,Highland Capital Servicing,2022
LN100265,2023-07-01,263300.0,180,4.752,780+,61-70,37-43,NC,Purchase,Single Family,Primary,Cornerstone Servicing,2023
LN100266,2023-02-01,179800.0,360,4.146,780+,71-80,31-36,CA,Purchase,Condo,Primary,Apex Mortgage Co,2023
LN100267,2023-05-01,118200.0,360,4.491,780+,<=60,21-30,OH,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN100268,2021-10-01,379700.0,360,4.672,620-659,61-70,37-43,GA,Cash-Out Refinance,Multi-Family,Primary,Cornerstone Servicing,2021
LN100269,2019-03-01,165200.0,360,3.716,740-779,61-70,31-36,MI,Refinance,Condo,Primary,Cornerstone Servicing,2019
LN100270,2021-07-01,238600.0,360,4.26,700-739,81-90,<=20,TX,Purchase,Condo,Investment,Cornerstone Servicing,2021
LN100271,2019-12-01,665800.0,360,4.435,700-739,81-90,>50,MI,Refinance,Single Family,Primary,Sunrise Servicing,2019
LN100272,2023-08-01,331300.0,360,4.585,780+,<=60,21-30,NY,Purchase,Condo,Primary,Highland Capital Servicing,2023
LN100273,2020-03-01,476900.0,360,3.729,780+,91-95,31-36,CA,Cash-Out Refinance,Multi-Family,Primary,Cornerstone Servicing,2020
LN100274,2020-03-01,181300.0,360,3.776,740-779,91-95,31-36,CA,Purchase,Condo,Primary,Meridian Loan Services,2020
LN100275,2020-04-01,374000.0,360,3.934,700-739,71-80,31-36,TX,Purchase,Single Family,Second Home,Cornerstone Servicing,2020
LN100276,2022-04-01,233700.0,360,4.748,700-739,81-90,44-50,TX,Refinance,Single Family,Investment,Meridian Loan Services,2022
LN100277,2021-12-01,272300.0,180,3.861,700-739,71-80,<=20,NY,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN100278,2023-11-01,573400.0,360,5.929,660-699,61-70,>50,NC,Refinance,Single Family,Primary,Highland Capital Servicing,2023
LN100279,2021-02-01,203700.0,360,4.269,700-739,71-80,37-43,TX,Refinance,Condo,Primary,Sunrise Servicing,2021
LN100280,2020-06-01,233000.0,360,4.805,620-659,<=60,>50,AZ,Purchase,Condo,Investment,Apex Mortgage Co,2020
LN100281,2019-04-01,153800.0,360,4.665,<620,91-95,44-50,TX,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN100282,2019-01-01,344500.0,360,4.007,740-779,91-95,>50,OH,Refinance,Single Family,Primary,Sunrise Servicing,2019
LN100283,2020-12-01,179500.0,360,4.282,700-739,91-95,37-43,WA,Cash-Out Refinance,Multi-Family,Investment,Sunrise Servicing,2020
LN100284,2023-10-01,365900.0,360,4.769,780+,71-80,31-36,MI,Purchase,Single Family,Investment,Cornerstone Servicing,2023
LN100285,2021-09-01,109900.0,180,3.997,700-739,71-80,31-36,GA,Purchase,Single Family,Primary,Highland Capital Servicing,2021
LN100286,2023-08-01,295600.0,360,6.702,<620,>95,37-43,NC,Refinance,Condo,Primary,Apex Mortgage Co,2023
LN100287,2019-07-01,172900.0,180,4.631,620-659,61-70,31-36,CA,Purchase,Condo,Primary,Apex Mortgage Co,2019
LN100288,2019-06-01,320900.0,360,4.077,660-699,<=60,37-43,CA,Refinance,Single Family,Second Home,Cornerstone Servicing,2019
LN100289,2023-04-01,229600.0,360,4.237,780+,71-80,<=20,NY,Refinance,Single Family,Primary,Highland Capital Servicing,2023
LN100290,2019-07-01,181500.0,180,4.051,660-699,71-80,44-50,CA,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN100291,2019-04-01,194100.0,360,4.088,700-739,71-80,21-30,FL,Refinance,Single Family,Primary,Sunrise Servicing,2019
LN100292,2021-02-01,157500.0,360,3.148,780+,<=60,>50,TX,Purchase,Condo,Primary,Apex Mortgage Co,2021
LN100293,2023-10-01,336700.0,360,4.945,780+,81-90,21-30,WA,Purchase,Condo,Primary,Highland Capital Servicing,2023
LN100294,2022-07-01,144100.0,180,5.256,660-699,61-70,21-30,WA,Refinance,Single Family,Primary,Sunrise Servicing,2022
LN100295,2019-07-01,204800.0,360,4.877,<620,61-70,44-50,PA,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2019
LN100296,2023-04-01,269800.0,360,5.654,620-659,<=60,44-50,NC,Refinance,Single Family,Primary,Sunrise Servicing,2023
LN100297,2023-05-01,477400.0,360,5.786,<620,71-80,37-43,CA,Purchase,Single Family,Second Home,Cornerstone Servicing,2023
LN100298,2023-02-01,230000.0,360,5.456,620-659,91-95,>50,CA,Refinance,Single Family,Primary,Highland Capital Servicing,2023
LN100299,2023-08-01,207100.0,360,5.514,700-739,71-80,21-30,GA,Purchase,Single Family,Primary,Sunrise Servicing,2023
LN100300,2020-03-01,261200.0,360,3.486,780+,81-90,44-50,GA,Purchase,Condo,Investment,Apex Mortgage Co,2020
LN100301,2024-01-01,90800.0,180,5.994,700-739,81-90,31-36,FL,Purchase,Single Family,Primary,Sunrise Servicing,2024
LN100302,2020-08-01,134700.0,360,3.831,740-779,71-80,31-36,NY,Purchase,Condo,Investment,Cornerstone Servicing,2020
LN100303,2023-02-01,195100.0,360,6.113,660-699,91-95,31-36,NY,Purchase,Single Family,Primary,Sunrise Servicing,2023
LN100304,2021-12-01,167600.0,360,3.709,740-779,81-90,<=20,TX,Cash-Out Refinance,Condo,Primary,Highland Capital Servicing,2021
LN100305,2023-01-01,112400.0,360,4.92,700-739,71-80,37-43,FL,Purchase,Manufactured,Primary,Sunrise Servicing,2023
LN100306,2022-03-01,339800.0,360,3.285,780+,<=60,37-43,NY,Cash-Out Refinance,Single Family,Primary,Sunrise Servicing,2022
LN100307,2022-04-01,259600.0,360,3.781,780+,<=60,21-30,OH,Refinance,Single Family,Primary,Cornerstone Servicing,2022
LN100308,2022-03-01,246000.0,360,4.852,660-699,>95,>50,AZ,Purchase,Condo,Primary,Meridian Loan Services,2022
LN100309,2023-01-01,169000.0,360,5.35,620-659,81-90,31-36,IL,Purchase,Single Family,Primary,Sunrise Servicing,2023
LN100310,2022-10-01,239400.0,360,5.19,660-699,91-95,21-30,NC,Purchase,Single Family,Primary,Highland Capital Servicing,2022
LN100311,2019-09-01,291100.0,360,4.444,700-739,91-95,37-43,PA,Purchase,Single Family,Second Home,Meridian Loan Services,2019
LN100312,2023-04-01,205000.0,360,4.576,780+,<=60,21-30,CA,Refinance,Multi-Family,Primary,Apex Mortgage Co,2023
LN100313,2021-10-01,282100.0,360,4.153,660-699,81-90,<=20,GA,Cash-Out Refinance,Single Family,Primary,Cornerstone Servicing,2021
LN100314,2020-09-01,161400.0,360,3.751,740-779,71-80,37-43,NY,Cash-Out Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN100315,2021-08-01,241300.0,360,4.49,700-739,81-90,21-30,OH,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN100316,2023-12-01,386200.0,360,6.167,620-659,<=60,21-30,CA,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN100317,2023-06-01,402100.0,360,5.408,660-699,61-70,37-43,WA,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN100318,2023-04-01,419800.0,360,5.071,740-779,81-90,<=20,AZ,Cash-Out Refinance,Multi-Family,Primary,Highland Capital Servicing,2023
LN100319,2021-05-01,262600.0,180,3.631,740-779,81-90,44-50,CA,Purchase,Condo,Primary,Highland Capital Servicing,2021
LN100320,2023-01-01,234300.0,360,4.754,700-739,81-90,44-50,TX,Purchase,Single Family,Primary,Apex Mortgage Co,2023
LN100321,2020-12-01,188700.0,180,4.389,660-699,71-80,21-30,TX,Refinance,Single Family,Primary,Meridian Loan Services,2020
LN100322,2022-07-01,102400.0,360,4.461,740-779,71-80,31-36,PA,Refinance,Condo,Primary,Sunrise Servicing,2022
LN100323,2022-04-01,126100.0,360,5.379,620-659,>95,<=20,OH,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN100324,2020-04-01,214100.0,180,3.691,780+,71-80,37-43,TX,Refinance,Single Family,Primary,Highland Capital Servicing,2020
LN100325,2020-05-01,220000.0,360,4.704,620-659,71-80,<=20,PA,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN100326,2019-04-01,436000.0,360,4.783,620-659,71-80,>50,FL,Purchase,Single Family,Primary,Sunrise Servicing,2019
LN100327,2019-09-01,417300.0,180,3.979,700-739,71-80,21-30,NY,Purchase,Single Family,Primary,Meridian Loan Services,2019
LN100328,2021-03-01,169600.0,360,4.255,700-739,71-80,37-43,FL,Purchase,Single Family,Primary,Meridian Loan Services,2021
LN100329,2021-06-01,333800.0,360,4.273,700-739,71-80,21-30,IL,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2021
LN100330,2019-11-01,186300.0,180,4.53,700-739,91-95,21-30,NY,Purchase,Single Family,Primary,Highland Capital Servicing,2019
LN100331,2021-02-01,314000.0,360,3.732,780+,91-95,31-36,TX,Refinance,Condo,Primary,Cornerstone Servicing,2021
LN100332,2022-02-01,331900.0,360,4.252,700-739,91-95,37-43,NY,Purchase,Condo,Primary,Apex Mortgage Co,2022
LN100333,2020-03-01,403900.0,180,4.342,700-739,71-80,>50,WA,Refinance,Condo,Investment,Meridian Loan Services,2020
LN100334,2020-09-01,185000.0,360,4.419,700-739,71-80,<=20,IL,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN100335,2020-11-01,364600.0,360,4.999,<620,81-90,<=20,WA,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN100336,2021-08-01,99400.0,360,3.984,700-739,91-95,31-36,IL,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2021
LN100337,2020-11-01,413900.0,360,4.672,660-699,71-80,31-36,PA,Refinance,Condo,Primary,Apex Mortgage Co,2020
LN100338,2022-10-01,228400.0,360,4.245,740-779,81-90,44-50,FL,Refinance,Single Family,Primary,Highland Capital Servicing,2022
LN100339,2020-09-01,230600.0,360,4.786,<620,81-90,44-50,PA,Purchase,Single Family,Investment,Apex Mortgage Co,2020
LN100340,2021-03-01,92300.0,360,3.566,780+,81-90,44-50,TX,Refinance,Manufactured,Primary,Apex Mortgage Co,2021
LN100341,2020-12-01,193900.0,360,4.235,700-739,81-90,21-30,CA,Purchase,Multi-Family,Primary,Highland Capital Servicing,2020
LN100342,2019-12-01,425100.0,360,3.155,780+,61-70,31-36,TX,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2019
LN100343,2022-07-01,190600.0,360,4.544,700-739,71-80,37-43,CA,Cash-Out Refinance,Condo,Investment,Sunrise Servicing,2022
LN100344,2020-03-01,318400.0,180,5.096,<620,81-90,21-30,AZ,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN100345,2020-07-01,234600.0,360,3.571,740-779,<=60,37-43,AZ,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2020
LN100346,2023-02-01,372600.0,360,5.209,740-779,91-95,21-30,PA,Cash-Out Refinance,Single Family,Second Home,Meridian Loan Services,2023
LN100347,2023-11-01,251700.0,360,5.446,740-779,81-90,31-36,CA,Refinance,Single Family,Primary,Sunrise Servicing,2023
LN100348,2022-06-01,151900.0,360,4.625,700-739,61-70,44-50,WA,Purchase,Condo,Primary,Cornerstone Servicing,2022
LN100349,2023-09-01,236900.0,360,4.894,740-779,81-90,21-30,NC,Purchase,Single Family,Primary,Highland Capital Servicing,2023
LN100350,2023-05-01,474800.0,180,4.286,780+,81-90,>50,FL,Purchase,Single Family,Primary,Meridian Loan Services,2023
LN100351,2021-06-01,288900.0,360,3.943,740-779,81-90,21-30,IL,Purchase,Manufactured,Primary,Highland Capital Servicing,2021
LN100352,2022-12-01,219200.0,360,5.499,660-699,71-80,<=20,GA,Cash-Out Refinance,Single Family,Primary,Apex Mortgage Co,2022
LN100353,2020-09-01,637400.0,360,3.782,740-779,91-95,21-30,CA,Purchase,Single Family,Primary,Meridian Loan Services,2020
LN100354,2021-05-01,389100.0,360,3.826,740-779,71-80,21-30,IL,Refinance,Single Family,Second Home,Meridian Loan Services,2021
LN100355,2021-10-01,333500.0,360,3.189,780+,71-80,31-36,NC,Refinance,Single Family,Primary,Sunrise Servicing,2021
LN100356,2023-12-01,266400.0,360,5.737,660-699,<=60,21-30,TX,Refinance,Single Family,Primary,Cornerstone Servicing,2023
LN100357,2023-05-01,320800.0,360,5.217,700-739,81-90,37-43,NY,Purchase,Single Family,Primary,Cornerstone Servicing,2023
LN100358,2021-07-01,325500.0,360,3.702,740-779,81-90,44-50,IL,Refinance,Multi-Family,Primary,Cornerstone Servicing,2021
LN100359,2022-05-01,86500.0,360,4.157,700-739,71-80,31-36,NC,Refinance,Single Family,Primary,Meridian Loan Services,2022
LN100360,2020-01-01,275900.0,360,3.469,740-779,71-80,21-30,AZ,Refinance,Single Family,Primary,Cornerstone Servicing,2020
LN100361,2023-02-01,214800.0,180,4.645,700-739,81-90,31-36,MI,Purchase,Single Family,Second Home,Meridian Loan Services,2023
LN100362,2021-11-01,184400.0,360,4.537,660-699,81-90,44-50,OH,Refinance,Condo,Primary,Cornerstone Servicing,2021
LN100363,2021-10-01,211500.0,360,3.776,740-779,61-70,37-43,OH,Purchase,Single Family,Second Home,Sunrise Servicing,2021
LN100364,2022-12-01,114700.0,360,5.787,620-659,>95,21-30,OH,Refinance,Single Family,Primary,Meridian Loan Services,2022
LN100365,2022-04-01,102500.0,360,4.813,620-659,81-90,31-36,IL,Purchase,Manufactured,Primary,Apex Mortgage Co,2022
LN100366,2019-05-01,404700.0,360,4.078,740-779,>95,31-36,CA,Purchase,Single Family,Primary,Cornerstone Servicing,2019
LN100367,2020-06-01,284400.0,360,4.212,740-779,>95,31-36,GA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2020
LN100368,2019-11-01,78000.0,360,3.572,780+,91-95,21-30,NC,Purchase,Single Family,Primary,Apex Mortgage Co,2019
LN100369,2022-10-01,178200.0,360,5.122,660-699,81-90,>50,IL,Cash-Out Refinance,Single Family,Second Home,Cornerstone Servicing,2022
LN100370,2019-03-01,343300.0,360,4.483,620-659,81-90,21-30,MI,Cash-Out Refinance,Manufactured,Primary,Apex Mortgage Co,2019
LN100371,2020-01-01,203600.0,360,3.393,780+,61-70,21-30,GA,Purchase,Single Family,Primary,Highland Capital Servicing,2020
LN100372,2022-01-01,404400.0,360,4.981,620-659,71-80,21-30,FL,Purchase,Single Family,Primary,Apex Mortgage Co,2022
LN100373,2022-08-01,370400.0,360,5.464,620-659,81-90,37-43,CA,Purchase,Single Family,Primary,Sunrise Servicing,2022
LN100374,2021-08-01,125400.0,360,4.274,660-699,71-80,31-36,CA,Cash-Out Refinance,Single Family,Primary,Meridian Loan Services,2021
LN100375,2023-06-01,216500.0,180,5.399,700-739,91-95,21-30,FL,Refinance,Single Family,Second Home,Apex Mortgage Co,2023
